artist,title,lines,words,total_LQI,codeswitch_score,repetition_score,cadence_text_score,rhyme,internal,chain,multi_dens,compound_dens,holorime_dens,syl_density,syl_weight,alliteration,assonance,consonance,onomatopoeia,vocab,wordplay,simile,metaphor,pun,entendre,english,codeswitch,repetition,cadence_var,coherence_cosine,theme_cosine,pairwise_spread,mean_surprisal_nats,callback_cosine
Seedhe Maut,Alla Freestyle,77,636,29.2,93.94,5.76,100.0,38.96,100.0,15.04,10.39,0.0,0.0,85.49,50.45,94.55,87.57,85.49,0.0,95.6,69.16,1.3,0.0,6.49,6.49,38.68,72.73,1.32,100.0,0.4882,0.6619,0.5714,6.3211,
Seedhe Maut,Batti,105,699,30.51,92.95,4.25,100.0,28.99,44.87,8.24,12.5,0.0,0.0,71.88,44.36,96.57,85.9,68.33,15.24,98.24,66.38,5.77,0.0,5.77,3.85,31.59,68.27,0.97,100.0,0.5306,0.7017,0.5163,7.1598,
Seedhe Maut,Brahamachari,53,504,37.81,95.73,45.98,100.0,69.52,100.0,43.29,57.69,0.0,0.0,95.0,80.51,100.0,89.69,88.6,15.38,93.0,75.0,3.85,0.0,7.69,1.92,34.2,80.77,11.76,100.0,0.4716,0.656,0.5809,7.7733,
Seedhe Maut,Do Guna,94,504,24.46,89.84,71.74,100.0,18.1,34.48,0.0,5.38,0.0,0.0,54.35,55.82,83.1,83.64,87.34,4.3,81.5,59.68,2.15,0.0,6.45,1.08,34.09,54.84,21.74,100.0,0.579,0.7315,0.4727,8.8795,
Seedhe Maut,Gourmet Shit,116,900,24.56,68.04,15.35,90.18,47.93,73.64,23.26,14.78,0.0,0.0,79.64,80.9,83.14,58.59,54.83,3.48,95.62,37.61,0.87,0.0,4.35,0.0,70.45,33.04,3.51,60.74,0.2667,0.5079,0.7546,4.9156,
Seedhe Maut,Khatta Flow,88,572,27.29,93.18,10.06,73.3,17.79,31.53,0.0,4.55,0.0,0.0,66.16,39.76,89.25,63.6,59.39,0.0,96.9,69.11,7.95,2.27,5.68,3.41,45.77,69.32,2.3,43.3,0.4654,0.6654,0.5666,7.7703,
Seedhe Maut,Kohra,91,551,25.1,90.48,29.17,100.0,27.24,24.39,0.0,16.48,0.0,0.0,61.48,44.39,84.87,61.6,43.16,4.4,88.5,7.83,0.0,0.0,1.1,1.1,36.5,57.14,6.67,100.0,0.6023,0.7543,0.4383,6.3648,
Seedhe Maut,Maar Kaat,35,239,30.98,67.35,0.0,93.55,52.91,68.63,25.21,32.35,0.0,0.0,84.3,80.63,93.98,60.28,86.51,0.0,97.22,87.11,0.0,2.94,20.59,0.0,72.0,32.35,0.0,74.19,0.3465,0.6076,0.65,6.8145,
Seedhe Maut,Maina,72,498,26.1,93.83,52.75,100.0,23.25,52.91,0.0,8.33,0.0,0.0,67.0,30.27,87.65,57.5,60.0,5.56,84.8,37.15,0.0,0.0,4.17,1.39,37.99,72.22,14.08,100.0,0.6217,0.7765,0.4037,6.1441,
Seedhe Maut,MMM,151,1031,30.64,93.63,2.94,96.92,40.72,26.67,0.0,38.0,0.0,0.0,73.41,41.35,90.99,85.66,66.57,5.33,97.18,82.5,8.0,0.0,8.67,1.33,30.09,71.33,0.67,87.67,0.5739,0.7398,0.4604,8.5731,
Seedhe Maut,Naksha,73,598,33.46,78.06,6.16,100.0,65.52,100.0,31.17,47.22,0.0,0.0,95.0,81.85,93.19,90.62,89.62,0.0,89.0,81.39,4.17,0.0,8.33,4.17,52.53,43.06,1.41,100.0,0.3122,0.5154,0.7468,4.1561,
Seedhe Maut,Namastute,63,482,29.66,93.55,7.17,100.0,41.68,53.76,0.0,25.81,0.0,0.0,81.56,53.78,100.0,88.26,81.78,0.0,96.81,59.68,0.0,0.0,6.45,3.23,35.98,70.97,1.64,100.0,0.5115,0.7159,0.4957,6.1969,
Seedhe Maut,Nanchaku,120,729,34.5,93.7,18.38,100.0,50.76,25.0,26.19,29.17,0.0,0.0,63.81,54.16,83.89,71.63,56.74,3.33,96.02,52.92,2.5,0.0,5.0,3.33,37.78,71.67,4.2,100.0,0.5338,0.7213,0.4878,6.3283,
Seedhe Maut,Natkhat,110,580,29.31,88.21,60.28,91.93,36.17,18.52,19.05,19.27,0.0,0.0,46.14,45.25,70.0,48.33,52.24,7.34,93.5,33.79,1.83,0.0,0.92,4.59,36.78,53.21,16.67,67.72,0.5172,0.6986,0.5206,7.9585,
Seedhe Maut,Nawazuddin,94,580,28.51,91.96,9.41,100.0,45.49,53.33,11.43,25.53,0.0,0.0,76.06,80.25,93.63,75.0,85.36,0.0,96.55,85.23,9.57,1.06,8.51,2.13,33.96,63.83,2.15,100.0,0.4716,0.6633,0.5695,7.3699,
Seedhe Maut,Peace of Mind,103,656,33.82,90.41,54.98,72.59,35.2,43.48,0.0,19.61,0.0,0.0,75.48,81.04,74.21,59.77,70.35,3.92,83.75,58.33,1.96,0.0,5.88,2.94,94.39,56.86,14.85,42.59,0.4197,0.5463,0.7135,6.4287,
Seedhe Maut,Raat Ki Raani,83,712,29.81,85.0,16.2,93.31,50.59,76.92,26.37,18.29,0.0,0.0,88.48,80.42,86.98,69.54,65.86,67.26,96.19,44.82,2.44,2.44,3.66,2.44,66.67,50.0,3.7,73.22,0.3072,0.5178,0.7443,5.7585,
Seedhe Maut,Shakti Aur Kshama,92,741,33.95,78.96,19.44,100.0,29.48,77.24,0.0,8.79,0.0,0.0,86.21,59.84,98.75,91.84,86.93,8.79,85.67,81.24,0.0,0.0,13.19,3.3,29.06,43.96,4.44,100.0,0.6143,0.739,0.4616,6.8382,
Seedhe Maut,Taakat,91,566,27.03,72.78,19.66,80.77,33.03,63.93,0.0,12.22,0.0,0.0,65.67,80.15,79.3,85.7,72.56,4.44,97.22,76.67,0.0,0.0,8.89,4.44,81.08,37.78,4.49,50.77,0.3318,0.5411,0.7192,6.1764,
Tsumyoki,BREAKSHIT!,110,818,35.07,79.95,73.15,96.34,17.47,28.46,0.0,7.34,0.0,0.0,71.97,23.13,76.9,59.92,65.47,0.0,62.91,39.3,3.67,0.92,0.92,4.59,64.21,44.95,23.15,85.37,0.5221,0.578,0.6773,3.7667,
Tsumyoki,Candyland,78,737,25.65,64.1,17.05,100.0,46.64,58.2,13.61,24.36,0.0,0.0,84.81,59.22,83.16,49.39,59.51,0.0,88.5,74.12,6.41,5.13,2.56,8.97,90.66,29.49,3.9,100.0,0.2903,0.5359,0.7249,3.7663,
Tsumyoki,Dont Even Text,70,570,25.53,60.69,45.98,81.87,1.02,0.0,0.0,0.0,0.0,0.0,53.44,18.75,72.97,12.2,55.33,27.86,75.9,78.99,1.45,11.59,1.45,0.0,81.29,27.54,11.76,51.87,0.3298,0.5452,0.7146,3.2274,
Tsumyoki,Ek Do Ek,115,958,26.99,87.68,15.77,91.27,16.61,38.46,8.24,4.46,0.0,0.0,75.02,56.54,79.91,46.64,64.21,54.69,92.0,61.4,6.25,5.36,2.68,6.25,86.35,52.68,3.6,65.07,0.3146,0.5215,0.7404,3.7572,
Tsumyoki,Feel Okay,63,413,23.97,46.37,40.36,93.31,7.59,8.13,0.0,3.23,0.0,0.0,51.31,37.35,21.98,15.62,44.79,0.0,85.0,36.29,0.0,1.61,1.61,4.84,91.86,19.35,9.84,73.25,0.312,0.55,0.7094,3.1867,
Tsumyoki,Headphones,59,492,31.52,39.19,22.63,93.14,12.26,9.8,25.21,0.0,0.0,0.0,65.76,15.38,26.05,11.63,58.26,0.0,61.54,22.88,0.0,3.39,0.0,1.69,94.85,15.25,5.17,72.58,0.4013,0.5745,0.6815,2.8579,
Tsumyoki,IDK,54,412,20.73,35.19,61.19,86.85,5.85,8.77,0.0,1.85,0.0,0.0,60.38,19.57,65.65,12.82,17.09,57.5,76.92,30.25,0.0,1.85,1.85,3.7,94.05,12.96,16.98,56.85,0.3136,0.5401,0.7217,3.033,
Tsumyoki,Its Aight,81,477,25.48,32.19,0.0,91.34,14.22,13.61,17.49,2.5,0.0,0.0,42.16,37.61,65.69,0.0,61.88,0.0,95.28,22.5,0.0,2.5,1.25,1.25,91.05,11.25,0.0,65.35,0.2488,0.4917,0.7711,3.5625,
Tsumyoki,On My Way,58,455,27.36,67.65,42.05,94.39,8.68,9.8,25.21,0.0,0.0,0.0,65.21,19.74,59.55,16.67,0.0,0.0,87.0,45.92,0.0,4.08,0.0,6.12,88.24,32.65,10.42,77.55,0.3145,0.5759,0.6823,2.7478,
Tsumyoki,Perfect Life,68,480,20.55,40.81,26.12,92.61,12.39,12.58,16.17,2.94,0.0,0.0,53.48,23.08,89.74,11.9,0.0,0.0,92.0,9.56,0.0,1.47,0.0,1.47,94.26,16.18,5.97,70.43,0.275,0.5048,0.7578,3.6765,
Tsumyoki,Pink Blue,104,468,25.86,51.58,0.0,82.58,25.85,7.25,55.9,2.91,0.0,0.0,32.0,16.3,66.92,0.0,64.41,7.77,63.08,31.07,0.97,3.88,0.97,0.0,79.37,22.33,0.0,52.58,0.2148,0.5025,0.7602,3.3633,
Tsumyoki,Sunlight,66,508,26.86,58.27,6.84,92.13,8.97,28.37,0.0,1.54,0.0,0.0,66.56,38.6,82.1,20.0,85.0,6.15,81.2,63.65,9.23,4.62,1.54,3.08,92.91,26.15,1.56,68.53,0.2702,0.5158,0.7464,4.0087,
Tsumyoki,The Way I Fall In Love,92,792,23.97,78.48,19.23,93.61,20.96,40.4,38.96,1.09,0.0,0.0,70.65,38.13,52.19,7.69,26.28,0.0,74.36,59.17,8.7,4.35,1.09,1.09,84.29,43.48,4.4,74.45,0.3167,0.5297,0.7317,3.2233,
Tsumyoki,WANT IT ALL,92,426,27.59,64.8,20.35,83.32,11.82,17.54,15.04,1.15,0.0,0.0,34.86,43.27,58.23,42.63,72.04,4.4,96.46,28.16,1.15,1.15,1.15,3.45,69.01,29.89,4.65,53.32,0.2665,0.4711,0.7913,5.5379,
Tsumyoki,WHAT CAN I SAY?,75,662,27.02,57.43,43.63,100.0,23.31,53.57,0.0,6.76,0.0,0.0,76.12,52.51,87.16,64.41,85.87,58.85,96.25,77.03,1.35,9.46,0.0,4.05,87.62,25.68,10.96,100.0,0.3105,0.4931,0.7697,3.658,
Vichaar,3 DRAGS,67,555,31.8,86.52,77.69,95.08,50.04,100.0,17.49,15.15,0.0,0.0,81.01,80.19,92.07,57.92,88.01,59.77,82.0,86.44,3.03,0.0,13.64,6.06,88.24,51.52,27.69,80.34,0.5106,0.6034,0.6467,5.8062,
Vichaar,5 Fingers of Death,159,924,34.08,71.71,67.4,79.85,34.17,38.69,7.65,10.76,0.0,0.0,63.21,42.96,77.37,70.33,42.15,2.53,83.27,63.45,6.96,0.63,5.7,0.63,15.66,36.71,19.11,49.85,0.6807,0.7779,0.4016,8.4185,
Vichaar,Bhul,73,469,33.86,66.94,24.65,68.41,35.31,16.95,0.0,19.44,0.0,0.0,60.83,62.2,35.88,56.61,22.22,0.0,97.08,69.44,1.39,0.0,8.33,0.0,12.71,31.94,5.63,38.41,0.6285,0.7798,0.3986,7.5112,
Vichaar,Haadse,64,483,37.16,90.83,28.23,73.03,58.34,69.77,19.93,39.68,0.0,0.0,83.79,76.43,90.85,85.14,85.47,6.35,82.5,42.46,0.0,0.0,4.76,1.59,16.23,58.73,6.45,43.03,0.608,0.7711,0.4123,6.6997,
Vichaar,Kalakaari Vishwasniya,57,473,40.13,86.79,7.95,84.03,39.6,100.0,0.0,41.07,0.0,0.0,95.0,81.01,89.64,86.57,83.48,0.0,89.0,62.5,1.79,0.0,7.14,0.0,18.92,51.79,1.82,54.03,0.6516,0.7842,0.3921,6.4881,
Vichaar,Mehnat,102,617,30.83,69.65,37.92,60.88,35.36,8.89,26.67,15.84,0.0,0.0,59.21,51.54,66.5,60.34,36.4,0.0,92.86,69.31,0.0,0.99,7.92,0.99,14.1,34.65,9.0,32.64,0.623,0.7929,0.3776,7.4172,
Vichaar,Mudda Kya Hai,119,693,33.82,85.0,36.6,72.02,38.05,15.87,13.61,22.03,0.0,0.0,56.87,37.58,74.28,61.85,33.7,13.56,80.37,22.46,2.54,0.0,1.69,1.69,27.41,50.0,8.55,42.02,0.5619,0.7378,0.4633,7.3293,
Vichaar,No Pockets,79,613,34.77,91.74,22.73,78.61,36.18,51.28,0.0,12.82,0.0,0.0,79.04,34.89,86.03,81.15,62.03,0.0,82.57,49.68,6.41,0.0,3.85,2.56,28.53,62.82,5.19,48.61,0.5443,0.727,0.4795,6.423,
Yashraj,Complicated,64,432,23.42,96.47,28.23,75.08,28.21,38.76,19.93,4.76,0.0,0.0,62.54,20.0,75.33,40.19,78.1,0.0,78.97,16.27,0.0,0.0,3.17,0.0,50.33,84.13,6.45,45.08,0.4611,0.685,0.5398,8.5616,
Yashraj,DAF,114,854,31.15,61.62,15.49,85.49,34.75,20.33,0.0,17.54,0.0,0.0,76.0,76.1,72.52,43.36,40.41,3.51,88.62,81.1,14.04,0.0,4.39,1.75,39.9,28.07,3.54,55.49,0.5019,0.6645,0.568,6.3591,
Yashraj,Dhundhala,49,304,35.41,88.06,54.2,73.15,18.55,28.57,0.0,6.12,0.0,0.0,60.62,46.45,88.75,60.88,39.86,0.0,67.69,66.33,0.0,0.0,8.16,0.0,22.4,53.06,14.58,43.15,0.7006,0.8174,0.3389,5.6141,
Yashraj,GABBAR,34,231,28.27,94.12,26.52,83.13,42.55,64.52,82.95,2.94,0.0,0.0,76.0,33.57,93.75,88.86,85.22,0.0,93.0,17.89,2.94,0.0,0.0,2.94,25.7,73.53,6.06,53.13,0.514,0.6987,0.5273,7.723,
Yashraj,Khel,60,307,37.74,38.75,70.34,72.35,12.63,0.0,0.0,6.67,0.0,0.0,49.82,61.03,0.0,82.5,0.0,0.0,95.42,17.08,0.0,0.0,3.33,0.0,22.81,15.0,20.34,42.35,0.5834,0.6748,0.5539,6.0609,
Yashraj,Musafir,11,86,32.86,60.23,0.0,96.62,37.47,100.0,0.0,9.09,0.0,0.0,92.73,84.51,67.22,96.7,82.62,0.0,87.39,30.68,0.0,0.0,9.09,0.0,9.76,27.27,0.0,86.48,0.6035,0.8036,0.3897,6.1777,
Yashraj,Paracetamol,96,539,32.08,41.67,79.47,71.52,36.47,45.66,23.48,15.62,0.0,0.0,57.92,81.24,41.26,34.55,25.0,4.17,40.0,34.38,0.0,0.0,4.17,0.0,16.88,16.67,29.47,41.52,0.6864,0.7407,0.459,6.0344,
Yungsta,Dilli,92,616,30.97,92.03,9.62,79.24,28.52,45.27,0.0,13.04,0.0,0.0,70.73,56.25,87.7,78.38,72.25,8.7,96.31,78.64,6.52,0.0,7.61,2.17,28.07,64.13,2.2,49.24,0.551,0.7261,0.4807,7.1567,
Yungsta,Hona Hi Tha,137,825,34.19,91.18,6.48,94.77,26.29,57.74,0.0,11.03,0.0,0.0,62.78,57.89,88.9,58.71,67.36,2.94,92.6,34.38,3.68,2.21,2.21,2.21,40.82,60.29,1.48,79.08,0.4525,0.6271,0.6171,6.9114,
Yungsta,Jeena Isi Ka Naam,80,426,30.45,71.71,41.58,90.48,47.54,71.9,16.81,13.92,0.0,0.0,56.81,48.07,79.25,88.02,70.26,0.0,89.0,25.4,0.0,0.0,3.8,0.0,21.94,36.71,10.26,61.9,0.6599,0.7681,0.4169,8.278,
Yungsta,Kaamyaabi,75,717,32.66,92.19,0.0,100.0,52.46,100.0,31.75,12.16,0.0,0.0,95.0,39.37,100.0,97.62,94.33,0.0,88.0,81.01,2.7,0.0,8.11,5.41,32.31,64.86,0.0,100.0,0.5508,0.7357,0.4665,7.1099,
Yungsta,Ruhbaru,55,421,32.7,93.13,24.31,86.76,41.92,19.61,16.81,29.09,0.0,0.0,78.73,61.86,92.61,75.36,82.62,0.0,93.2,55.76,1.82,1.82,1.82,7.27,46.85,69.09,5.56,56.76,0.466,0.6116,0.6376,6.9399,
Yungsta,Sansani,71,463,31.17,91.24,36.67,84.03,37.32,32.26,0.0,25.35,0.0,0.0,73.86,80.47,85.3,89.21,85.83,11.27,89.5,80.41,0.0,0.0,12.68,2.82,25.0,60.56,8.57,54.03,0.5173,0.7003,0.5182,7.2285,
Yungsta,Savera,90,457,34.8,69.83,4.97,88.47,37.44,51.28,39.56,10.11,0.0,0.0,57.85,82.31,67.44,62.5,22.47,0.0,73.85,39.33,0.0,0.0,4.49,1.12,15.73,34.83,1.14,58.47,0.5255,0.7226,0.486,7.759,
Yungsta,Sukoon,82,453,34.12,94.79,16.41,78.27,52.26,100.0,0.0,14.81,0.0,0.0,55.51,47.12,70.95,67.92,24.54,0.0,54.8,72.22,1.23,0.0,8.64,1.23,28.06,76.54,3.75,48.27,0.509,0.7303,0.4746,7.529,
Yungsta,Totka,90,536,32.87,92.34,15.26,93.98,35.0,78.7,0.0,11.49,0.0,0.0,69.61,37.07,82.04,73.18,68.9,0.0,96.55,42.53,0.0,0.0,4.6,2.3,32.03,65.52,3.49,75.91,0.4912,0.6842,0.5409,7.8492,
