artist,title,true_tier,pred_tier,conf,chars,rhyme,syllable,alliteration,vocabulary,wordplay,assonance,consonance,onomatopoeia,compound_dens,holorime_dens
King,Shaamein,commercial,commercial,0.7824,1257,26.0,27.9,0.0,26.3,15.7,17.7,10.6,0.0,0.0,0.0
King,Sinner,commercial,commercial,0.6721,2082,12.0,45.5,0.0,42.2,12.4,42.3,6.3,0.0,0.0,0.0
King,TERE HO KE,commercial,commercial,0.7204,3978,15.6,80.4,0.0,49.4,72.5,45.1,32.5,0.0,0.0,0.0
King,Tu Aake Dekhle,commercial,commercial,0.7693,1841,32.1,29.0,0.0,41.2,5.2,32.6,11.5,0.0,0.0,0.0
King,WARCRY,commercial,commercial,0.7753,3969,38.8,83.7,6.4,81.7,51.3,45.0,67.7,0.0,0.0,0.0
King,Yeh Zindagi Hai,commercial,commercial,0.742,2122,22.5,22.5,0.0,46.9,27.6,10.2,4.3,0.0,0.0,0.0
KR$NA,Been A While,elite,commercial,0.7145,3572,25.7,85.1,4.4,89.0,84.9,93.9,85.0,38.3,0.0,0.0
KR$NA,Blowing Up,elite,commercial,0.7507,4016,51.1,95.0,8.2,57.2,92.7,67.3,64.1,23.1,0.0,0.0
KR$NA,Hello,elite,mid,0.4623,2282,31.7,74.7,0.0,59.1,92.8,15.3,16.4,17.5,0.0,0.0
KR$NA,Hola Amigo,elite,commercial,0.7032,5096,50.9,65.4,13.7,89.6,53.5,89.2,64.8,83.8,0.0,0.0
KR$NA,I Guess,elite,commercial,0.6974,3347,63.6,36.1,0.0,53.8,72.6,16.4,21.7,0.0,2.0,0.0
KR$NA,Joota Japani,elite,commercial,0.6026,2283,55.6,54.3,0.0,68.8,80.3,64.9,64.3,17.0,0.0,0.0
KR$NA,Kaha Tak,elite,commercial,0.7309,3158,17.3,38.0,0.0,54.4,43.0,15.8,19.6,0.0,0.0,0.0
KR$NA,Khatta Flow,elite,commercial,0.6251,2864,58.9,95.0,0.0,92.8,93.3,84.9,85.0,0.0,0.0,0.0
KR$NA,Knock Knock,elite,commercial,0.7895,1730,72.3,29.7,5.4,23.5,21.6,12.6,12.4,0.0,1.6,0.0
KR$NA,Lil Bunty,elite,mid,0.5022,2946,42.4,92.2,10.0,87.7,92.6,86.8,84.1,38.7,0.0,0.0
KR$NA,Machayenge 4,elite,commercial,0.7158,7353,23.8,77.3,1.7,90.0,72.7,88.2,74.2,12.5,0.0,0.0
KR$NA,MAHARANI,elite,commercial,0.7155,3711,16.4,22.2,0.0,90.3,32.8,11.7,8.0,14.0,0.6,0.0
KR$NA,Makasam,elite,elite,0.4867,5237,38.9,95.0,7.7,80.4,83.7,87.1,85.0,8.0,0.0,0.0
KR$NA,Muqabla,elite,commercial,0.4544,3661,46.3,92.7,9.8,68.6,92.5,66.3,80.4,0.0,0.0,0.0
KR$NA,NGL,elite,commercial,0.7992,4339,41.0,71.5,3.1,84.5,89.3,80.9,83.1,0.0,0.9,0.0
KR$NA,No Cap,elite,elite,0.9618,3695,42.2,64.1,3.3,60.6,93.1,87.6,65.3,0.0,0.0,0.0
KR$NA,OG,elite,mid,0.5112,3245,21.3,66.8,0.0,68.0,52.2,23.6,28.9,0.0,0.0,0.0
KR$NA,Prarthana,elite,commercial,0.4951,3867,55.5,87.0,4.6,81.7,59.9,85.3,70.5,85.1,0.0,0.0
KR$NA,Roll Up,elite,mid,0.4685,2143,39.3,76.1,4.7,58.9,91.1,40.8,44.3,17.0,2.8,0.0
KR$NA,Saath Ya Khilaaf,elite,elite,0.4812,2819,53.1,85.3,4.0,68.0,77.8,47.6,35.5,0.0,0.0,0.0
KR$NA,Say My Name (English Version),elite,commercial,0.8822,3381,28.2,75.3,0.0,86.0,93.0,80.3,74.8,27.6,0.0,0.0
KR$NA,Saza E Maut,elite,commercial,0.5106,2959,56.6,75.1,0.0,66.7,92.6,72.9,85.0,73.6,0.0,0.0
KR$NA,Seedha Makeover,elite,commercial,0.7248,3128,45.9,81.2,4.0,73.1,89.9,56.0,85.0,0.0,0.0,0.0
KR$NA,Sensitive,elite,elite,0.8806,6327,39.7,84.2,5.9,63.4,53.9,78.5,49.0,0.0,0.0,0.0
KR$NA,Shut Up,elite,mid,0.9245,3239,57.4,95.0,8.4,94.6,93.0,91.2,85.0,82.0,0.0,0.0
KR$NA,Some Of Us,elite,mid,0.9446,3761,69.8,95.0,4.2,96.4,54.2,61.4,85.0,0.0,0.0,0.0
KR$NA,Still Standing,elite,commercial,0.7239,2742,70.4,95.0,6.0,65.3,94.4,100.0,85.0,55.0,0.0,0.0
KR$NA,Untitled,elite,mid,0.4059,2877,42.4,79.3,4.6,66.7,92.6,81.8,80.3,16.4,1.4,0.0
KR$NA,Vibrate,elite,commercial,0.4593,5179,27.9,62.2,2.1,88.5,80.0,40.9,85.0,7.5,0.0,0.0
KR$NA,Villain,elite,elite,0.5634,2767,45.9,81.1,0.0,57.6,94.8,69.0,52.8,0.0,0.0,0.0
KR$NA,Vyanjan,elite,elite,0.5578,3046,51.0,95.0,100.0,96.2,89.7,100.0,85.0,0.0,0.0,0.0
KR$NA,Wanna Know,elite,mid,0.9236,2971,66.2,89.0,0.0,76.0,94.0,85.2,60.7,0.0,0.0,0.0
KR$NA,Whats Up,elite,commercial,0.8335,2495,37.0,72.4,0.0,33.8,85.3,19.4,17.1,0.0,0.0,0.0
MC Stan,Amin,commercial,commercial,0.6683,4693,60.3,77.4,0.0,54.4,49.6,45.4,85.0,28.4,0.8,0.0
MC Stan,Astaghfirullah,commercial,commercial,0.7675,3581,48.0,44.7,7.2,27.1,14.8,13.9,15.3,63.0,0.0,0.0
MC Stan,Basti Ka Hasti,commercial,commercial,0.7389,3021,62.5,69.8,3.9,72.0,38.2,87.9,77.1,26.3,0.0,0.0
MC Stan,Bitch,commercial,commercial,0.4905,2438,32.7,73.2,0.0,76.8,25.9,85.4,85.0,0.0,0.0,0.0
MC Stan,Dil Pe Mat Le,commercial,commercial,0.7617,3422,41.0,77.7,7.5,41.2,44.2,22.8,40.0,13.8,0.0,0.0
MC Stan,Ek Din Pyaar,commercial,commercial,0.6713,2937,36.0,83.2,4.8,44.7,48.2,56.0,72.0,0.0,0.0,0.0
MC Stan,Gender,commercial,commercial,0.7877,417,27.1,71.0,33.0,49.8,0.0,18.1,19.1,71.8,0.0,0.0
MC Stan,How To Hate,commercial,commercial,0.6376,2580,43.0,53.6,0.0,90.0,51.1,85.8,67.4,0.0,0.0,0.0
MC Stan,Inn Log Ne Maare,commercial,commercial,0.5495,2224,56.2,74.1,11.7,94.4,0.0,88.9,85.0,0.0,0.0,0.0
MC Stan,Insaan,commercial,commercial,0.737,2134,37.0,90.5,8.5,59.1,43.4,41.2,85.0,0.0,0.0,0.0
MC Stan,Insaaniyat,commercial,commercial,0.5297,1288,18.0,81.7,0.0,95.0,33.6,61.1,85.0,0.0,3.0,0.0
MC Stan,Kal Hai Mera Show,commercial,commercial,0.693,1545,12.9,74.0,0.0,45.6,37.8,53.8,18.6,26.1,0.0,0.0
MC Stan,Maa Baap,commercial,commercial,0.7664,746,39.5,27.3,0.0,28.2,0.0,18.4,29.0,0.0,0.0,0.0
MC Stan,One Day Uh Gonna Pay,commercial,commercial,0.6884,3162,19.3,61.8,0.0,43.7,3.5,38.1,21.2,87.4,0.0,0.0
MC Stan,Regret,commercial,commercial,0.7293,1513,19.8,25.1,5.4,26.4,5.3,29.3,17.5,0.0,0.0,0.0
MC Stan,Rehmani Keeda,commercial,commercial,0.6594,3483,17.6,91.6,8.4,68.6,21.0,30.8,85.0,0.0,0.0,0.0
MC Stan,Shana Bann,commercial,commercial,0.6326,3323,33.8,94.2,0.0,74.0,43.5,90.0,85.0,59.6,0.0,0.0
MC Stan,YEDE KI CHADAAR,commercial,commercial,0.8138,1147,29.6,25.9,0.0,82.0,19.3,36.8,17.0,24.7,0.0,0.0
Muhfaad,Abe Chodna,commercial,commercial,0.7439,2267,43.2,81.0,12.9,49.9,0.0,19.1,28.0,38.3,0.0,0.0
Muhfaad,Adayein,commercial,commercial,0.7757,2029,48.9,72.6,11.5,46.9,34.8,65.4,43.2,0.0,0.0,0.0
Muhfaad,Aelaan,commercial,commercial,0.6354,5177,36.6,71.0,0.0,71.3,43.2,63.8,67.9,8.4,0.7,0.0
Muhfaad,Ambaran,commercial,commercial,0.7198,2042,27.7,50.9,0.0,34.1,19.8,88.1,18.9,17.5,0.0,0.0
Muhfaad,BackFlip,commercial,commercial,0.7266,2280,40.0,91.9,14.9,40.9,5.9,21.0,85.0,0.0,1.8,0.0
Muhfaad,Bakri (GOAT),commercial,commercial,0.6372,3056,37.3,80.7,4.1,80.0,82.2,90.8,73.2,0.0,0.0,0.0
Muhfaad,Bhoot Banega,commercial,commercial,0.72,8301,19.3,76.2,0.0,89.7,44.9,81.4,85.0,5.5,0.9,0.0
Muhfaad,Bulbul,commercial,commercial,0.74,1295,74.1,75.3,0.0,38.4,0.0,88.5,72.0,0.0,0.0,0.0
Muhfaad,Duniya Chutiya,commercial,commercial,0.7451,1422,29.4,57.1,0.0,64.0,18.9,17.2,13.1,0.0,0.0,0.0
Muhfaad,DUSSEHRA,commercial,commercial,0.5677,4538,24.6,95.0,0.0,66.7,32.9,51.3,85.0,12.2,0.0,0.0
Muhfaad,Ego Friendly,commercial,commercial,0.7097,2627,13.3,35.7,3.6,52.2,48.8,58.1,25.4,0.0,0.0,0.0
Muhfaad,Glitch,commercial,commercial,0.9407,2286,21.4,25.5,0.0,45.6,67.5,11.4,5.8,0.0,0.0,0.0
Muhfaad,Happy Diwala Ravan,commercial,commercial,0.7361,2670,49.3,71.8,3.9,89.0,28.1,37.5,33.3,14.3,0.0,0.0
Muhfaad,Har Har Gange,commercial,mid,0.5225,2856,66.7,66.9,4.4,43.8,0.0,93.8,50.2,85.0,0.0,0.0
Muhfaad,Instagram Live,commercial,commercial,0.6992,6207,21.4,90.5,2.1,95.2,41.0,73.5,85.0,0.0,0.0,0.0
Muhfaad,Jaldi Aao,commercial,commercial,0.7325,3275,57.4,70.6,3.5,74.7,22.8,47.4,44.2,0.0,0.0,0.0
Muhfaad,KALI ZUBAN,commercial,commercial,0.7645,2590,26.9,89.7,11.7,78.7,74.8,54.9,85.0,0.0,0.0,0.0
Muhfaad,Maa Kasam,commercial,commercial,0.7687,1819,33.1,86.7,6.8,51.6,49.4,74.4,72.2,0.0,0.0,0.0
Muhfaad,Moksh,commercial,commercial,0.6897,3673,38.3,55.4,3.0,93.5,66.3,66.7,53.1,21.3,0.0,0.0
Muhfaad,Nateejay,commercial,commercial,0.6144,4160,48.6,90.2,5.2,97.1,67.9,80.1,85.0,0.0,1.6,0.0
Muhfaad,Pablo (Love Bites),commercial,commercial,0.8303,1384,15.4,70.2,0.0,26.4,27.2,86.3,85.0,0.0,0.0,0.0
Muhfaad,Paisa Paisa,commercial,commercial,0.6239,2015,11.0,25.3,3.8,21.3,4.2,10.3,5.5,0.0,0.0,0.0
Muhfaad,Sach Too Much Hai,commercial,commercial,0.672,3306,36.5,41.1,0.0,96.3,39.2,57.2,26.8,38.0,2.7,0.0
Muhfaad,Sare Karo Dab,commercial,commercial,0.8624,2288,15.6,53.5,54.5,43.1,36.3,25.7,16.8,0.0,0.0,0.0
Naam Sujal,Blind Spot,mid,commercial,0.413,2513,24.8,85.7,0.0,95.4,32.2,91.0,85.0,0.0,0.0,0.0
Naam Sujal,Blueprint,mid,mid,0.4167,3259,17.0,64.5,7.2,93.7,69.7,50.7,80.0,67.3,0.0,0.0
Naam Sujal,Dafli Wale,mid,mid,0.4911,3481,27.4,78.2,7.4,87.7,41.4,78.3,85.0,46.5,0.0,0.0
Naam Sujal,Its About Time,mid,mid,0.4809,4188,49.8,57.6,2.8,87.5,48.5,39.1,63.3,47.4,0.0,0.0
Naam Sujal,Protocol,mid,commercial,0.6494,3971,47.9,72.8,3.1,96.5,76.9,91.8,85.0,31.0,0.9,0.0
Naam Sujal,PYAAR?,mid,commercial,0.6684,3096,17.4,81.1,0.0,90.0,4.1,71.8,57.3,50.6,0.0,0.0
Naam Sujal,The Waddup,mid,mid,0.4045,2513,27.8,39.5,0.0,58.9,15.0,19.6,17.5,32.1,0.0,0.0
Naam Sujal,Vishay Khatam,mid,mid,0.6246,3259,53.5,80.1,10.5,86.9,81.9,76.0,85.0,0.0,0.0,0.0
Narci,Angad Lalkaar,elite,elite,0.9615,5145,12.5,27.1,6.2,56.1,39.5,17.5,17.5,0.0,0.0,0.0
Narci,Bhole Ka Sawan,elite,elite,0.7949,2298,39.7,26.6,0.0,44.6,14.8,34.4,18.3,0.0,0.0,0.0
Narci,Govardhan Girdhari,elite,elite,0.5134,3614,42.2,67.4,2.5,58.1,34.7,17.2,37.6,0.0,0.0,0.0
Narci,Haridoot,elite,commercial,0.5014,3055,35.0,53.8,2.5,45.5,13.0,14.9,38.6,0.0,0.0,0.0
Narci,Jatajoot,elite,elite,0.9289,2500,21.8,26.3,22.7,93.2,23.9,22.9,55.3,0.0,0.0,0.0
Narci,Kali Paksh Ya Hari Paksh,elite,mid,0.4688,3719,13.4,28.8,0.0,87.7,40.5,18.4,15.9,0.0,0.0,0.0
Narci,Kashinath,elite,elite,0.8664,4398,11.9,75.9,0.0,28.4,18.1,35.2,21.6,0.0,0.0,0.0
Narci,Kumbh Katha,elite,elite,0.9552,2948,32.4,67.3,9.3,72.0,25.2,50.1,54.6,0.0,0.0,0.0
Narci,Lanka Dahan,elite,commercial,0.6067,4364,21.1,27.9,4.8,79.1,53.3,17.6,17.6,0.0,0.0,0.0
Narci,Maryada,elite,elite,0.9056,3149,71.1,95.0,12.2,78.0,94.5,100.0,85.0,0.0,0.0,0.0
Narci,Maya Teri Ram,elite,elite,0.9262,5259,18.0,59.4,10.7,38.8,42.5,46.2,18.0,0.0,0.0,0.0
Narci,Paap Naashak,elite,elite,0.9745,2412,34.9,95.0,5.5,56.6,69.2,46.5,85.0,0.0,0.0,0.0
Narci,Panchmukhi,elite,elite,0.5813,4516,65.2,95.0,0.0,76.0,54.8,45.7,85.0,0.0,0.0,0.0
Narci,Phir Hari Aur Main,elite,elite,0.8814,2362,23.5,38.2,0.0,31.9,36.2,15.0,17.3,0.0,2.4,0.0
Narci,Ram Bin Jaaun Kahan,elite,elite,0.9627,2214,19.1,84.6,0.0,45.0,16.3,55.9,70.3,0.0,0.0,0.0
Narci,Suno Parth,elite,elite,0.824,2019,60.0,95.0,0.0,65.6,93.3,100.0,85.0,0.0,0.0,0.0
Narci,Trilokpati,elite,commercial,0.4537,2676,28.8,25.5,2.9,68.0,37.2,23.2,17.0,0.0,0.0,0.0
Panther,Aisi Jagah Se,commercial,commercial,0.8093,3540,75.3,95.0,0.0,50.1,33.6,71.4,72.2,0.0,0.0,0.0
Panther,Bemisaal,commercial,elite,0.6833,3802,44.0,95.0,3.8,59.7,41.9,88.8,67.8,91.7,0.0,0.0
Panther,Bhasad,commercial,commercial,0.6838,1328,75.8,28.7,0.0,27.2,18.9,11.8,17.3,82.4,0.0,2.1
Panther,Bohot Aagey,commercial,commercial,0.6826,2217,27.9,74.7,4.8,70.4,65.3,94.2,23.2,0.0,0.0,0.0
Panther,G Shit,commercial,commercial,0.6865,1318,27.4,29.8,0.0,44.1,67.3,66.4,36.8,0.0,0.0,0.0
Panther,Galat Karam,commercial,commercial,0.7196,3113,56.7,95.0,6.4,34.2,91.9,44.3,85.0,0.0,0.0,0.0
Panther,Ghoda,commercial,commercial,0.8109,1508,22.3,87.1,0.0,45.4,22.1,54.9,85.0,0.0,0.0,0.0
Panther,Haal,commercial,commercial,0.8538,1166,12.4,46.8,0.0,40.6,22.7,12.0,12.9,0.0,0.0,0.0
Panther,Jaani,commercial,commercial,0.7082,2107,48.3,94.4,0.0,34.7,6.7,83.8,32.4,0.0,0.0,0.0
Panther,Kiska Hai,commercial,elite,0.5237,2923,62.1,95.0,0.0,46.9,65.9,17.2,63.7,86.1,0.0,0.0
Panther,Loriyan,commercial,commercial,0.7179,1944,43.5,50.6,8.1,46.9,37.4,25.6,18.4,0.0,0.0,0.0
Panther,Non Talha,commercial,commercial,0.6359,9843,35.1,90.9,10.1,72.3,91.9,69.0,85.0,0.0,0.0,0.0
Panther,Oh My God,commercial,commercial,0.7506,2384,52.7,62.9,16.9,58.1,69.1,84.8,85.0,17.5,0.0,0.0
Panther,Parinda,commercial,commercial,0.5051,2182,71.9,95.0,0.0,49.9,17.4,74.0,85.0,0.0,0.0,0.0
Panther,Parwah,commercial,commercial,0.597,925,7.8,76.3,0.0,96.4,82.8,77.7,85.0,43.9,0.0,0.0
Panther,Rang,commercial,commercial,0.4525,2032,57.9,95.0,0.0,46.9,33.8,44.2,25.9,0.0,0.0,0.0
Panther,Rangey Haath,commercial,commercial,0.5294,4417,66.5,93.8,11.3,84.5,71.9,79.1,85.0,9.2,0.8,0.0
Panther,Rukna Nahi Tha,commercial,mid,0.4346,2458,18.9,73.0,4.8,72.0,91.6,68.1,77.8,0.0,0.0,0.0
Panther,Sajke,commercial,commercial,0.7095,2491,41.7,51.5,0.0,29.9,37.3,19.3,27.7,15.2,0.0,0.0
Paradox,Bhola Naache,commercial,commercial,0.683,3280,39.8,30.4,8.2,20.3,14.2,13.5,16.2,0.0,0.0,0.0
Paradox,Gang Wale Munde,commercial,commercial,0.7783,1371,18.7,32.6,0.0,26.9,72.1,54.7,25.1,25.1,0.0,0.0
Paradox,Ghatotkach,commercial,commercial,0.7974,970,57.0,43.5,0.0,83.0,49.6,19.9,29.3,31.6,0.0,0.0
Paradox,Glitch,commercial,commercial,0.7043,1151,10.1,95.0,0.0,54.4,93.0,34.9,85.0,0.0,0.0,0.0
Paradox,Hasti Rahe Tu,commercial,commercial,0.6694,1627,70.7,81.3,0.0,31.9,51.5,21.6,17.8,46.5,0.0,0.0
Paradox,Itni Shakti,commercial,commercial,0.6376,2077,50.1,93.5,33.0,90.5,79.3,86.8,85.0,24.3,0.0,0.0
Paradox,Jaadugar,commercial,commercial,0.6702,1618,57.8,57.0,0.0,64.0,0.0,46.0,19.4,85.5,0.0,0.0
Paradox,Rihaayi,commercial,commercial,0.5988,1267,20.0,84.5,9.3,28.4,0.0,61.7,37.3,0.0,0.0,0.0
Paradox,Sheesha,commercial,mid,0.5153,854,43.0,77.1,0.0,26.4,14.9,17.8,85.0,0.0,4.5,0.0
Paradox,Tantrums,commercial,commercial,0.6842,4615,46.5,75.1,12.4,87.2,23.9,62.3,85.0,8.6,0.7,0.0
Paradox,Zimmedaar,commercial,elite,0.5615,2115,63.3,95.0,0.0,23.7,68.7,68.1,62.3,0.0,0.0,0.0
Prabh Deep,Amar,mid,commercial,0.7804,3228,47.7,32.1,0.0,49.7,8.4,76.6,37.3,11.2,0.9,0.0
Prabh Deep,Chitta,mid,commercial,0.7396,1669,59.6,81.9,0.0,35.6,20.6,42.9,58.9,47.4,0.0,0.0
Prabh Deep,Fly,mid,commercial,0.582,2491,13.2,29.1,0.0,41.9,26.3,18.8,20.6,0.0,0.0,0.0
Prabh Deep,Khat,mid,mid,0.4542,1529,18.4,84.5,0.0,51.6,77.5,92.2,85.0,86.8,0.0,0.0
Prabh Deep,Paapi,mid,commercial,0.663,3502,47.7,90.5,0.0,54.8,66.5,73.4,85.0,0.0,1.1,0.0
Prabh Deep,Paisa,mid,commercial,0.4949,1105,29.8,82.6,11.1,45.0,46.5,90.4,58.9,0.0,0.0,0.0
Prabh Deep,Preet,mid,mid,0.4762,1205,23.1,37.2,0.0,28.7,26.5,62.2,32.3,0.0,0.0,0.0
Prabh Deep,Safar,mid,mid,0.4359,1174,31.9,87.1,0.0,54.4,10.6,19.6,46.3,0.0,0.0,0.0
Prabh Deep,Sukoon,mid,commercial,0.6161,818,17.6,26.6,0.0,26.0,0.0,12.6,9.2,0.0,0.0,0.0
Prabh Deep,Suno,mid,commercial,0.4585,933,14.9,26.8,8.6,72.0,8.6,14.5,13.9,0.0,0.0,0.0
Prabh Deep,Tofa,mid,commercial,0.6713,1654,21.7,56.9,8.0,80.0,67.6,85.6,19.8,0.0,0.0,0.0
Raftaar,36,commercial,commercial,0.7719,3863,52.7,95.0,0.0,44.7,66.8,74.0,85.0,85.2,0.0,0.0
Raftaar,Aage Chal,commercial,commercial,0.8603,2698,62.2,91.1,4.1,48.5,57.2,19.3,79.8,0.0,0.0,0.0
Raftaar,Aisa Main Shaitaan,commercial,commercial,0.5893,1121,69.0,67.0,17.9,20.9,7.8,5.2,19.7,0.0,0.0,0.0
Raftaar,Awein Hai,commercial,commercial,0.6803,4824,46.3,77.6,7.6,68.8,36.4,53.0,66.8,25.9,0.8,0.0
Raftaar,BAAWE,commercial,commercial,0.7299,4011,78.0,91.5,0.0,84.2,93.2,88.6,85.0,11.6,0.0,0.9
Raftaar,BADNAAM,commercial,commercial,0.7887,2553,65.2,50.4,6.1,48.1,45.4,20.8,19.2,0.0,0.0,0.0
Raftaar,BANJO BOUNCE,commercial,commercial,0.6529,2508,50.7,34.0,73.5,93.0,73.8,19.4,85.0,0.0,0.0,0.0
Raftaar,Beshaq,commercial,commercial,0.6757,1897,41.4,43.7,0.0,28.0,14.9,20.0,15.0,0.0,0.0,0.0
Raftaar,Black Sheep,commercial,commercial,0.5055,3528,62.5,87.4,7.5,56.9,57.9,89.0,85.0,23.3,0.0,0.0
Raftaar,Damn,commercial,commercial,0.6097,3094,34.2,72.4,3.9,26.1,36.6,15.2,18.9,46.0,0.0,0.0
Raftaar,Dhaakad,commercial,commercial,0.5923,1212,27.7,41.1,6.7,41.9,34.7,57.3,16.0,0.0,0.0,0.0
Raftaar,Dilli Waali Baatcheet,commercial,commercial,0.532,2405,76.4,91.8,0.0,36.2,57.5,91.8,30.3,0.0,2.6,0.0
Raftaar,Do Hazaar Solo,commercial,commercial,0.7601,1652,38.9,82.6,0.0,66.0,86.9,49.6,81.6,45.6,0.0,0.0
Raftaar,Down,commercial,commercial,0.6253,1798,16.4,74.2,7.9,35.0,26.7,100.0,36.3,0.0,0.0,0.0
Raftaar,Drama,commercial,commercial,0.7902,1916,43.9,62.6,0.0,21.7,4.0,17.5,8.4,0.0,0.0,0.0
Raftaar,F16,commercial,commercial,0.8998,2665,35.0,29.9,0.0,56.2,73.9,13.4,8.8,13.2,0.0,0.0
Raftaar,Feeling You,commercial,commercial,0.9331,1281,22.9,46.6,0.0,38.1,34.7,13.0,9.1,0.0,0.0,0.0
Raftaar,Gaddi,commercial,commercial,0.8415,1754,42.4,27.7,0.0,88.4,49.6,87.1,18.8,0.0,0.0,0.0
Raftaar,Gall Goriye,commercial,commercial,0.8386,1657,27.6,34.4,0.0,46.9,51.0,34.9,21.9,18.9,0.0,0.0
Raftaar,Gangnum,commercial,commercial,0.7821,2372,47.6,29.9,0.0,25.3,24.4,7.0,10.1,85.6,0.0,0.0
Raftaar,Go Pagal,commercial,commercial,0.8161,1033,25.2,26.0,0.0,35.6,7.5,17.8,16.2,0.0,0.0,0.0
Raftaar,Goat Dekho,commercial,commercial,0.7244,3325,38.8,71.2,6.0,58.1,82.8,87.6,74.4,49.5,3.6,0.0
Raftaar,Haan,commercial,commercial,0.7465,1689,41.9,51.2,0.0,46.9,50.5,27.1,36.9,0.0,5.7,0.0
Raftaar,Haseeno Ka Deewana,commercial,commercial,0.758,1045,5.1,28.0,0.0,60.0,33.8,18.0,16.0,0.0,0.0,0.0
Raftaar,HELLO,commercial,commercial,0.735,1115,25.3,55.5,8.8,28.7,8.4,47.8,12.0,52.9,0.0,0.0
Raftaar,Ice,commercial,commercial,0.3816,2273,59.4,95.0,11.9,84.8,92.1,93.8,85.0,21.5,0.0,0.0
Raftaar,Lonely,commercial,commercial,0.7616,1578,19.3,29.6,0.0,27.5,79.5,76.9,8.9,19.8,0.0,0.0
Raftaar,Main Wahi Hoon,commercial,elite,0.4942,2785,35.0,29.8,0.0,44.2,47.5,58.7,15.3,0.0,0.0,0.0
Raftaar,Mantoiyat,commercial,commercial,0.687,2234,42.9,47.1,0.0,92.0,76.2,87.6,66.4,17.5,0.0,0.0
Raftaar,Mask On,commercial,commercial,0.8764,2270,40.8,54.9,13.5,53.6,61.0,26.2,58.9,0.0,0.0,0.0
Raftaar,ME AND MY BROSKI,commercial,commercial,0.7456,7584,32.4,32.0,0.0,76.0,41.1,49.1,39.1,4.2,0.0,0.0
Raftaar,Me And My Pen,commercial,commercial,0.7795,2465,46.2,74.1,5.3,30.6,73.2,74.9,34.3,0.0,0.0,0.0
Raftaar,MERA PARICHAY,commercial,commercial,0.7523,3501,58.3,75.0,9.0,88.2,92.5,90.1,75.7,24.1,0.0,0.0
Raftaar,Move,commercial,commercial,0.7856,1135,77.5,88.5,0.0,35.6,86.7,29.3,17.5,0.0,0.0,0.0
Raftaar,MUNDE HOOD DE,commercial,commercial,0.7626,6009,17.7,25.1,0.0,89.6,24.1,18.5,15.8,17.4,0.0,0.0
Raftaar,Naachne Ka Shaunq,commercial,commercial,0.5742,3468,38.2,37.4,7.0,48.8,78.7,13.7,18.4,50.3,0.0,0.0
Raftaar,Never Back Down,commercial,commercial,0.7207,2479,46.9,78.3,7.9,42.4,36.8,53.4,46.5,0.0,0.0,0.0
Raftaar,No China,commercial,elite,0.474,2688,51.6,84.5,0.0,59.6,52.5,34.3,84.6,31.2,0.0,0.0
Raftaar,Popular,commercial,commercial,0.641,1796,22.3,70.9,9.1,31.9,60.2,35.7,16.6,0.0,0.0,0.0
Raftaar,Proud,commercial,commercial,0.7496,3417,56.7,66.5,0.0,31.3,29.4,24.5,19.1,0.0,2.1,0.0
Raftaar,Raashah,commercial,commercial,0.8272,3258,71.0,92.9,3.8,58.1,87.8,67.2,85.0,56.5,0.0,0.0
Raftaar,RAP-TA,commercial,mid,0.4709,2751,59.5,92.8,17.9,57.4,49.6,56.2,85.0,0.0,0.0,0.0
Raftaar,REAL SHIT,commercial,commercial,0.7108,3509,30.3,28.1,2.6,86.0,29.1,17.3,16.1,34.1,0.0,0.0
Raftaar,Sare Karo Dab,commercial,commercial,0.7678,2298,31.0,68.3,56.4,60.8,43.5,55.5,76.4,18.3,0.0,0.0
Raftaar,Sheikh Chilli,commercial,commercial,0.706,3742,38.6,73.9,6.1,59.7,56.8,17.9,25.6,21.8,0.0,0.0
Raftaar,Sick,commercial,mid,0.5483,1375,31.0,64.5,0.0,55.6,73.5,19.0,19.6,0.0,0.0,0.0
Raftaar,Superman,commercial,commercial,0.529,1740,37.7,84.8,0.0,28.0,26.7,86.1,29.8,0.0,0.0,0.0
Raftaar,Swag Mera Desi,commercial,commercial,0.8536,3515,43.0,95.0,4.2,39.8,81.7,57.4,57.3,67.7,0.0,0.0
Raftaar,TRAP PRAA,commercial,commercial,0.787,2672,64.5,27.3,0.0,66.7,64.1,16.6,19.3,0.0,0.0,0.0
Raftaar,Tu Phir Se Aana,commercial,commercial,0.5133,1382,39.7,29.8,0.0,64.0,13.6,31.1,14.1,0.0,0.0,0.0
Raftaar,Warna Gabbar Aa Jayega,commercial,commercial,0.6833,1217,17.0,29.5,0.0,41.2,72.6,16.8,17.5,0.0,0.0,0.0
Raftaar,Woh Raat,commercial,commercial,0.789,2985,29.7,57.1,4.0,80.0,79.1,67.2,68.3,37.9,0.0,0.0
Raga,AFSOS,commercial,commercial,0.4268,2733,31.8,28.4,0.0,52.8,7.6,18.6,13.4,0.0,0.0,0.0
Raga,Akatsuki,commercial,commercial,0.6958,3140,62.4,95.0,0.0,80.9,88.8,100.0,85.0,58.5,0.0,0.0
Raga,Badan,commercial,commercial,0.4552,2527,69.9,35.7,0.0,68.0,25.5,25.3,17.1,26.3,0.0,0.0
Raga,Biba,commercial,commercial,0.7144,821,17.0,27.6,0.0,46.9,41.0,36.2,13.4,0.0,8.8,0.0
