artist,title,true_tier,pred_tier,conf,chars,rhyme,syllable,alliteration,vocabulary,wordplay,assonance,consonance,onomatopoeia,compound_dens,holorime_dens
Raga,GTA NCR,commercial,commercial,0.7028,1599,10.9,44.6,6.0,53.1,56.5,13.2,19.4,0.0,0.0,0.0
Raga,Jahannum,commercial,commercial,0.617,1938,19.4,69.7,5.8,81.5,46.1,25.3,19.2,63.1,0.0,0.0
Raga,Jamnapaar 2,commercial,commercial,0.6909,878,31.5,23.9,0.0,72.0,19.4,13.4,8.8,0.0,0.0,0.0
Raga,Jamnapaar,commercial,elite,0.8129,2613,33.9,61.4,0.0,78.4,36.8,91.4,74.8,0.0,0.0,0.0
Raga,NASHA!,commercial,commercial,0.8281,1627,14.8,59.2,0.0,28.9,6.7,50.8,21.9,23.9,0.0,0.0
Raga,NO OFFENSE,commercial,commercial,0.6996,2212,43.7,80.1,11.3,83.0,30.2,43.2,85.0,20.3,0.0,0.0
Raga,PINNAK NA TOD,commercial,commercial,0.7628,2089,21.8,59.8,0.0,58.1,56.0,60.8,73.4,0.0,0.0,0.0
Raga,Rap Ka Mausam,commercial,commercial,0.6747,2098,27.5,35.9,0.0,37.1,45.6,17.9,13.3,42.8,0.0,0.0
Raga,Sheher,commercial,commercial,0.6097,2313,51.7,43.2,8.7,67.2,47.1,52.1,79.2,0.0,0.0,0.0
Raga,Skills,commercial,commercial,0.5475,1846,24.4,41.5,7.9,62.4,83.8,86.3,44.5,19.5,0.0,0.0
Seedhe Maut,101,elite,commercial,0.6399,2396,35.1,71.3,5.2,57.4,87.9,96.4,85.0,18.9,0.0,0.0
Seedhe Maut,11K,elite,commercial,0.776,2287,18.5,49.8,5.5,68.8,44.5,53.9,26.5,0.0,0.0,0.0
Seedhe Maut,Alla Freestyle,elite,mid,0.6808,3301,69.8,93.2,4.6,83.4,74.5,96.9,85.0,0.0,0.0,0.0
Seedhe Maut,Batti,elite,mid,0.7115,3719,32.7,75.1,14.6,97.1,62.5,71.8,85.0,40.5,0.0,0.0
Seedhe Maut,Brahamachari,elite,elite,0.8696,2937,94.0,95.0,19.2,74.7,65.9,100.0,85.0,40.9,0.0,0.0
Seedhe Maut,Do Guna,elite,commercial,0.4232,2579,24.9,42.4,0.0,52.5,52.0,49.0,18.3,13.2,0.0,0.0
Seedhe Maut,Gourmet Shit,elite,commercial,0.4748,3907,64.8,87.5,0.0,84.5,34.1,39.0,20.8,10.7,0.0,0.0
Seedhe Maut,ICE,elite,commercial,0.7285,2436,36.5,26.5,3.7,86.0,62.8,31.9,25.8,25.3,0.0,0.0
Seedhe Maut,Khatta Flow,elite,commercial,0.6857,3083,26.9,67.5,3.8,93.7,92.7,63.7,85.0,0.0,0.0,0.0
Seedhe Maut,Kohra,elite,commercial,0.6428,2654,22.4,55.6,0.0,60.0,8.3,20.4,18.5,13.5,0.0,0.0
Seedhe Maut,Maar Kaat,elite,mid,0.4791,1147,65.7,92.4,27.5,95.2,92.5,100.0,81.9,0.0,0.0,0.0
Seedhe Maut,Madira,elite,elite,0.6849,1487,36.8,86.2,8.1,24.8,90.3,32.2,27.3,0.0,0.0,0.0
Seedhe Maut,Maina,elite,mid,0.5384,2443,27.1,69.2,4.7,56.6,32.2,39.1,15.9,17.0,0.0,0.0
Seedhe Maut,MMM,elite,mid,0.5305,5317,45.9,78.8,2.2,95.2,82.8,88.8,82.5,16.4,0.0,0.0
Seedhe Maut,Nafrat,elite,commercial,0.744,1215,19.9,82.9,0.0,26.3,0.0,91.3,23.5,0.0,0.0,0.0
Seedhe Maut,Naksha,elite,elite,0.9766,3119,90.7,95.0,4.6,64.0,74.5,94.4,85.0,0.0,0.0,0.0
Seedhe Maut,Namastute,elite,elite,0.9815,2676,51.6,87.6,12.3,94.0,84.3,91.6,85.0,0.0,0.0,0.0
Seedhe Maut,Nanchaku,elite,elite,0.4888,3803,47.3,60.9,2.8,87.3,48.8,42.9,66.5,10.2,0.0,0.0
Seedhe Maut,Natkhat,elite,commercial,0.636,2882,40.1,28.9,0.0,76.0,47.1,34.9,16.6,21.9,0.0,0.0
Seedhe Maut,Nawazuddin,elite,commercial,0.6893,3065,50.5,83.1,3.6,91.1,89.3,87.0,85.0,0.0,0.0,0.0
Seedhe Maut,Peace of Mind,elite,elite,0.4393,3142,38.3,82.2,4.1,55.3,51.4,81.0,74.4,12.0,1.0,0.0
Seedhe Maut,Raat Ki Raani,elite,elite,0.6023,3549,56.6,95.0,4.1,88.6,46.2,96.5,85.0,87.1,0.0,0.0
Seedhe Maut,Shakti Aur Kshama,elite,commercial,0.5472,3757,45.0,95.0,11.0,57.7,82.5,89.2,85.0,25.3,0.0,0.0
Seedhe Maut,Taakat,elite,elite,0.4693,2557,44.2,66.5,3.7,95.2,75.7,85.3,76.3,13.6,0.0,0.0
Seedhe Maut,TT / Shutdown,elite,commercial,0.7599,10001,32.6,86.6,1.2,81.6,76.8,93.9,73.6,4.4,0.0,0.0
Seedhe Maut,YAAD,elite,commercial,0.7662,2829,40.4,53.0,0.0,64.0,46.2,66.3,54.3,14.4,0.0,0.0
Sikander Kahlon,100 Muu 100 Baat,mid,commercial,0.7722,1814,27.5,42.4,0.0,47.6,75.4,87.6,85.0,0.0,0.0,0.0
Sikander Kahlon,2020 FLOW,mid,mid,0.8128,2199,15.1,62.0,5.0,73.3,53.4,94.8,84.6,18.6,0.0,0.0
Sikander Kahlon,2023 FLOW,mid,commercial,0.7079,4345,58.0,77.4,5.6,95.8,55.4,89.3,85.0,20.2,0.0,0.0
Sikander Kahlon,BIG SNITCH,mid,mid,0.4538,2449,49.3,72.2,5.1,82.0,83.1,100.0,83.0,33.6,0.0,0.0
Sikander Kahlon,Game Over (Punjab Edition),mid,commercial,0.5973,1349,25.8,73.5,0.0,45.6,18.0,17.6,31.1,0.0,0.0,0.0
Sikander Kahlon,Rann,mid,mid,0.5333,2800,42.7,71.0,0.0,54.8,13.8,85.6,85.0,0.0,2.5,0.0
Sikander Kahlon,Shikayat,mid,commercial,0.6821,710,20.3,39.6,0.0,31.9,17.9,24.7,14.9,0.0,0.0,0.0
Talha Anjum,12 Bajay,commercial,commercial,0.6857,927,15.7,39.4,10.1,41.2,28.2,25.8,18.2,0.0,0.0,0.0
Talha Anjum,Happy Hour,commercial,commercial,0.6454,1117,1.3,48.7,0.0,48.8,21.6,18.6,16.3,0.0,0.0,0.0
Talha Anjum,Kaun Talha,commercial,commercial,0.6822,3629,21.0,73.1,3.5,69.7,86.9,44.2,70.0,42.7,0.0,0.0
Talha Anjum,Kyun,commercial,commercial,0.7818,1908,28.2,86.6,7.1,80.0,63.2,66.4,53.4,0.0,0.0,0.0
Talha Anjum,Secrets,commercial,commercial,0.863,1518,42.1,29.8,0.0,32.8,6.3,65.1,26.5,0.0,0.0,0.0
Talha Anjum,Touch Base,commercial,commercial,0.7108,4581,15.4,67.7,2.5,95.6,89.2,52.3,60.9,0.0,0.0,0.0
Talhah Yunus,Aazma Le,mid,commercial,0.7347,3867,58.3,76.5,0.0,71.0,71.4,57.6,85.0,0.0,0.0,0.0
Talhah Yunus,Cali 2 Karachi,mid,mid,0.9258,3683,14.9,77.6,3.6,70.0,66.8,90.6,85.0,13.3,0.0,0.0
Talhah Yunus,Class,mid,commercial,0.7047,1303,16.4,52.2,0.0,25.3,35.8,18.3,35.0,0.0,0.0,0.0
Talhah Yunus,Gumaan,mid,commercial,0.5923,1717,19.8,25.4,0.0,20.1,0.0,8.8,11.2,0.0,0.0,0.0
Talhah Yunus,Jalega,mid,commercial,0.4318,4687,24.5,77.9,5.5,65.6,60.8,87.7,80.3,35.5,0.0,0.0
Talhah Yunus,Next Level,mid,commercial,0.5231,1832,5.5,82.6,6.9,44.6,28.4,63.3,64.3,0.0,0.0,0.0
Talhah Yunus,Rooh (Remix),mid,commercial,0.6841,945,12.9,47.5,11.5,54.4,31.3,100.0,45.5,0.0,0.0,0.0
Tsumyoki,BREAKSHIT!,commercial,commercial,0.7828,4230,16.3,76.4,0.0,29.9,60.5,41.1,32.7,0.0,0.0,0.0
Tsumyoki,Candyland,commercial,commercial,0.8809,3577,55.5,91.9,4.3,60.0,92.6,68.1,85.0,0.0,0.0,0.0
Tsumyoki,Dont Even Text,commercial,commercial,0.88,2745,2.8,40.2,0.0,45.6,81.7,12.6,14.5,65.7,0.0,0.0
Tsumyoki,Ek Do Ek,commercial,commercial,0.6306,4873,24.0,81.4,3.0,72.0,92.1,84.2,85.0,85.7,0.0,0.0
Tsumyoki,Feel Okay,commercial,commercial,0.9281,1952,8.5,35.2,5.6,56.9,53.6,15.9,12.9,0.0,0.0,0.0
Tsumyoki,Headphones,commercial,commercial,0.9302,2391,23.1,63.2,0.0,29.0,46.9,8.8,23.7,0.0,0.0,0.0
Tsumyoki,IDK,commercial,commercial,0.951,2030,7.7,55.7,0.0,46.9,44.8,16.4,16.7,86.0,0.0,0.0
Tsumyoki,Its Aight,commercial,commercial,0.96,2277,19.7,27.4,0.0,82.0,37.1,6.6,14.8,0.0,0.0,0.0
Tsumyoki,On My Way,commercial,commercial,0.9285,2073,10.0,65.5,0.0,59.4,67.8,9.1,15.5,0.0,0.0,0.0
Tsumyoki,Perfect Life,commercial,commercial,0.9458,2282,14.9,39.4,5.0,72.0,22.8,11.7,14.1,0.0,0.0,0.0
Tsumyoki,Pink Blue,commercial,commercial,0.9494,2346,30.5,23.5,0.0,30.0,51.8,8.7,11.4,22.9,0.0,0.0
Tsumyoki,Sunlight,commercial,commercial,0.9349,2541,17.3,68.3,0.0,52.1,88.0,86.7,71.0,18.9,0.0,0.0
Tsumyoki,The Way I Fall In Love,commercial,commercial,0.8867,3758,26.8,72.5,3.7,44.4,77.7,13.0,18.1,0.0,0.0,0.0
Tsumyoki,WANT IT ALL,commercial,commercial,0.751,2345,19.2,24.6,0.0,90.5,75.7,14.9,17.3,13.5,0.0,0.0
Tsumyoki,WHAT CAN I SAY?,commercial,commercial,0.7401,3268,34.0,83.2,5.6,89.0,84.0,52.7,85.0,86.2,0.0,0.0
Vichaar,3 DRAGS,mid,mid,0.9432,2794,64.1,89.0,12.6,53.1,91.4,86.9,74.7,86.3,0.0,0.0
Vichaar,5 Fingers of Death,mid,mid,0.5724,5196,51.1,61.5,2.6,54.7,67.0,54.4,26.9,7.8,0.0,0.0
Vichaar,Bhul,mid,commercial,0.385,2508,23.2,56.6,0.0,95.0,61.5,68.1,19.4,0.0,0.0,0.0
Vichaar,Haadse,mid,mid,0.4735,2656,68.6,91.9,0.0,53.8,36.8,100.0,85.0,19.5,0.0,0.0
Vichaar,Kalakaari Vishwasniya,mid,commercial,0.4284,2699,43.6,95.0,6.0,64.0,53.9,86.6,85.0,0.0,0.0,0.0
Vichaar,Mehnat,mid,mid,0.6533,3277,27.8,53.3,3.3,74.3,61.8,76.5,21.7,0.0,0.0,0.0
Vichaar,Mudda Kya Hai,mid,mid,0.4366,3639,41.1,48.3,2.8,51.1,27.1,37.2,35.8,36.6,0.0,0.0
Vichaar,No Pockets,mid,elite,0.6289,3221,39.4,86.9,6.4,53.8,62.2,79.9,85.0,0.0,2.6,0.0
Yashraj,Complicated,mid,commercial,0.683,2183,41.8,60.1,10.6,49.4,14.4,88.1,85.0,0.0,0.0,0.0
Yashraj,DAF,mid,commercial,0.4796,4109,31.2,83.0,3.0,63.0,87.8,46.9,21.0,10.8,0.0,0.0
Yashraj,Dhundhala,mid,mid,0.4004,1698,31.2,56.2,6.9,35.6,58.7,39.1,34.6,0.0,0.0,0.0
Yashraj,GABBAR,mid,mid,0.7843,1274,41.1,83.0,0.0,74.7,45.5,94.9,85.0,0.0,0.0,0.0
Yashraj,Khel,mid,commercial,0.8465,1449,6.7,31.7,0.0,83.0,15.1,16.4,10.2,0.0,0.0,0.0
Yashraj,Musafir,mid,commercial,0.6968,475,57.6,95.0,0.0,59.9,29.9,19.8,85.0,0.0,0.0,0.0
Yashraj,Paracetamol,mid,commercial,0.7706,2656,38.0,50.6,0.0,24.6,29.3,15.7,12.2,12.8,0.0,0.0
Yo Yo Honey Singh,Angreji Beat,commercial,commercial,0.6798,1108,9.6,56.1,9.5,33.1,38.9,72.5,85.0,57.1,0.0,0.0
Yo Yo Honey Singh,Billionaire,commercial,mid,0.4152,1929,53.5,82.8,6.4,46.9,73.5,51.8,79.0,67.4,0.0,0.0
Yo Yo Honey Singh,Blue Eyes,commercial,commercial,0.7666,1880,14.1,39.0,0.0,52.5,25.4,17.8,50.4,0.0,1.6,0.0
Yo Yo Honey Singh,Daftar Ki Girl,commercial,commercial,0.7029,1648,64.6,62.2,6.7,24.5,0.0,29.3,18.3,23.1,0.0,0.0
Yo Yo Honey Singh,Desi Kalakaar,commercial,commercial,0.7699,2337,36.7,75.4,6.6,44.6,35.1,57.1,61.0,0.0,0.0,0.0
Yo Yo Honey Singh,Dheere Dheere,commercial,commercial,0.7372,1508,38.0,77.4,0.0,49.4,54.3,72.1,18.1,29.4,0.0,0.0
Yo Yo Honey Singh,Gabru,commercial,commercial,0.8068,1231,32.5,95.0,0.0,24.2,46.9,94.0,85.0,63.7,0.0,3.4
Yo Yo Honey Singh,Gal Ban Gayi,commercial,commercial,0.8676,1967,22.1,76.6,0.0,45.0,48.6,74.0,69.0,55.6,0.0,0.0
Yo Yo Honey Singh,Gur Nalo Ishq Mitha,commercial,commercial,0.8687,3808,23.8,32.3,0.0,28.9,30.8,18.4,14.7,0.0,0.0,0.0
Yo Yo Honey Singh,Kalaastar,commercial,commercial,0.6759,1883,13.8,27.8,4.6,81.2,43.5,34.1,25.1,16.8,0.0,0.0
Yo Yo Honey Singh,Khadke Glassy,commercial,commercial,0.8554,1692,17.3,28.0,0.0,23.5,48.7,10.0,10.8,19.8,0.0,0.0
Yo Yo Honey Singh,Kuley Kuley,commercial,commercial,0.9076,1509,44.1,84.2,0.0,29.8,80.4,100.0,85.0,0.0,0.0,0.0
Yo Yo Honey Singh,Love Dose,commercial,commercial,0.7276,1696,37.9,56.1,0.0,31.9,6.3,16.7,26.5,40.9,0.0,0.0
Yo Yo Honey Singh,Lungi Dance,commercial,commercial,0.7459,1593,21.6,84.9,0.0,46.9,74.8,43.6,85.0,0.0,0.0,0.0
Yo Yo Honey Singh,Millionaire,commercial,commercial,0.7987,1048,23.0,78.2,0.0,56.9,31.3,96.0,85.0,0.0,0.0,0.0
Yo Yo Honey Singh,Moscow Suka,commercial,commercial,0.8741,2265,29.0,26.6,0.0,44.6,38.5,15.2,24.2,48.4,0.0,0.0
Yo Yo Honey Singh,One Thousand Miles,commercial,commercial,0.763,2727,28.0,55.7,0.0,28.7,42.4,13.3,18.6,0.0,0.0,0.0
Yo Yo Honey Singh,Party All Night,commercial,commercial,0.8149,2872,24.0,30.1,0.0,27.6,0.0,17.1,37.7,11.8,0.0,0.0
Yo Yo Honey Singh,Payal,commercial,commercial,0.6316,2021,35.4,56.6,0.0,94.0,30.5,38.9,61.0,0.0,3.3,0.0
Yo Yo Honey Singh,Stardom,commercial,commercial,0.5496,1908,25.1,29.0,10.3,53.4,33.6,19.4,29.0,18.3,0.0,0.0
Yo Yo Honey Singh,Urvashi,commercial,commercial,0.5252,1263,25.4,84.4,0.0,60.0,54.3,16.4,66.0,54.2,0.0,0.0
Yungsta,Dilli,elite,commercial,0.6149,3324,31.8,73.2,3.6,89.4,77.6,69.8,71.7,25.1,0.0,0.0
Yungsta,Hona Hi Tha,elite,commercial,0.7511,4248,34.0,60.6,2.5,73.6,45.5,64.6,54.0,9.0,0.0,0.0
Yungsta,Jeena Isi Ka Naam,elite,commercial,0.5413,2205,57.6,48.1,0.0,64.0,22.0,24.9,49.0,0.0,0.0,0.0
Yungsta,Kaamyaabi,elite,mid,0.4848,3867,71.9,95.0,20.4,59.8,74.6,100.0,85.0,0.0,0.0,0.0
Yungsta,Ruhbaru,elite,elite,0.5358,2314,44.0,85.2,13.6,73.6,79.6,90.6,85.0,0.0,0.0,0.0
Yungsta,Sansani,elite,mid,0.6236,2545,50.2,77.7,4.7,66.7,87.1,90.2,85.0,31.2,0.0,0.0
Yungsta,Savera,elite,elite,0.4827,2485,45.0,50.5,3.8,43.1,33.9,25.4,25.4,0.0,0.0,0.0
Yungsta,Sukoon,elite,commercial,0.7145,2377,60.5,45.1,13.4,27.9,65.9,25.0,7.8,0.0,0.0,0.0
Yungsta,Totka,elite,commercial,0.6431,2811,49.9,72.7,0.0,91.1,47.5,88.7,84.4,0.0,0.0,0.0
